Tweet,Target,Stance,Opinion Towards,Sentiment
"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST",Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
@ZekeJMiller @BretBaier @danmericaCNN  How could anyone vote for that woman?  #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars. #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@DemocratGuide @Reuters bur #Hlllary just raised 45 million! #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@JOEL5H @wonderfullone @Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass. #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
Great comments by @MittRomney about pathological liar #HillaryClinton . #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
I wish Bernie's fans would stop screaming. #Bernie2016 #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone! #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that  #freeallfour #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
@anthonyweiner super out of touch and stupid.   Please go away. #NYCPride #NYC #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"@clantro @jjauthor @CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"over the river and through the woods, and UP WITH HILL WE GO! Yass #HillaryClinton  #Hillary   #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016 #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
"@TrucksHorsesDog  #CommonCore , another brilliant idea supported by a #bush.  #nomorebushes  #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
"@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
"YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4 #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
"@vendettajane Thanks for the follow, may God bless you and your family !  #freeallfour #SemST",Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
@MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you & #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
"@HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@NumbersMuncher @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016 #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
"@redsteeze:  Broke, as in Dead broke"" Elitist Nauseating Get behind the rope  Hateful Arrogant Z Ideologue  Someone else add Z. #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested. #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@adamplevy @maggieNYT @danmericaCNN The people came to see & hear Hillary not the Press obstructing their view #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism  #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
@theblaze  Heaven forbid anyone invade the space of the Queen of Lies. -_- #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
"@TarekFatah @anniekarni And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST",Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica #SemST,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
@Babbsgirl2 @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible. #SemST,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
